CRED_APR,RISC_ATUAL,PAGO_DIA,PAGO_ATR,VOL_OPER,VOL_OPER_MED,QTD_TITU_OPER,VOL_TOT_OPER,RECOMP,TICK_MED_CED,L1,L2,L3,L4,L5,VALO_TITU_ORIG,VALO_ABER,VALO_LIQU_CEDE,VALO_LIQU,TICK_MED_SACA,VOL_NEG,REL_TITU_TICK,REL_TITU_LIM,REJEITADO,label
1151000.00,705318.11,70.5739,14.1957,5224568.629,870761.4382,5398,5586827.26,14.8172,1034.9809,99.3099,0.69,0,0.69,0.69,2375.35,0.00,31330.96,31330.96,521.992,2609.96,229.5066,0.2063,0,1
1151000.00,705318.11,70.5739,14.1957,5224568.629,870761.4382,5398,5586827.26,14.8172,1034.9809,43.5466,56.4533,8.0403,12.4556,5.6383,1080.34,0.00,26868.27,113653.03,3252.9323,55299.85,104.3826,0.0938,0,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,70.5882,29.4117,0,0,0,1000.00,0.00,5100.00,5100.00,1275.00,5100.00,51.6807,0.5,1,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,70.5882,29.4117,0,0,0,2400.00,0.00,5100.00,5100.00,1275.00,5100.00,124.0336,1.2,1,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,100,0,0,0,0,2000.00,0.00,4038.25,4038.25,1346.0833,4038.25,103.3614,1,0,0
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,100,0,0,0,0,540.00,0.00,1120.50,1120.50,373.50,1120.50,27.9075,0.27,0,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,100,0,0,0,0,540.00,0.00,1120.50,1120.50,373.50,1120.50,27.9075,0.27,1,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,0,0,0,0,0,2188.50,0.00,0.00,0.00,0.00,0.00,113.1032,1.0942,1,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,81.469,18.5309,0,0,0,1190.00,0.00,6318.75,7449.17,1053.125,6318.75,61.5,0.595,0,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,81.469,18.5309,0,0,0,1875.00,0.00,6318.75,7449.17,1053.125,6318.75,96.9013,0.9375,1,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,51.7047,48.2952,0,0,0,328.75,0.00,979.60,979.60,489.80,979.60,16.99,0.1643,0,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,51.7047,48.2952,0,0,0,408.00,0.00,979.60,979.60,489.80,979.60,21.0857,0.204,0,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,0,0,0,0,0,1343.00,0.00,0.00,0.00,0.00,0.00,69.4071,0.6715,1,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,73.7363,26.2636,0,0,0,634.25,0.00,10081.60,10081.60,720.1142,10081.60,32.7784,0.3171,0,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,0,0,0,0,0,370.00,0.00,0.00,0.00,0.00,0.00,19.1218,0.185,1,1
200000.00,225624.70,90.5327,8.5276,512180.1929,85363.3655,347,671430.51,0.9395,1934.9582,0,0,0,0,0,540.00,0.00,0.00,0.00,0.00,0.00,27.9075,0.27,0,1
381000.00,235309.11,90.2035,8.1301,2338161.1428,389693.5238,2390,2253336.84,1.6662,942.8187,91.46,8.5399,0,0,0,374.08,374.08,7559.86,7559.86,416.80,833.60,39.6767,0.0981,0,1
381000.00,235309.11,90.2035,8.1301,2338161.1428,389693.5238,2390,2253336.84,1.6662,942.8187,99.6124,0.3875,0,0,0,902.31,1618.81,152732.88,154344.07,838.1603,21792.17,95.7034,0.2368,0,1
381000.00,235309.11,90.2035,8.1301,2338161.1428,389693.5238,2390,2253336.84,1.6662,942.8187,70.4237,29.5762,0,0.8218,0,264.27,0.00,2441.57,7414.06,0.00,0.00,28.0297,0.0693,0,1
381000.00,235309.11,90.2035,8.1301,2338161.1428,389693.5238,2390,2253336.84,1.6662,942.8187,47.0805,52.9194,0,4.1549,0,324.23,0.00,6493.86,13411.56,366.5166,1099.55,34.3894,0.085,0,1
381000.00,235309.11,90.2035,8.1301,2338161.1428,389693.5238,2390,2253336.84,1.6662,942.8187,97.6668,2.3331,0,0.7229,0.1552,584.68,6082.53,262048.06,459626.43,748.2324,77067.94,62.014,0.1534,0,1
381000.00,235309.11,90.2035,8.1301,2338161.1428,389693.5238,2390,2253336.84,1.6662,942.8187,70.03,29.9699,0,29.9699,1.9368,419.87,551.38,13421.84,109869.84,490.80,981.60,44.5334,0.1102,0,1
381000.00,235309.11,90.2035,8.1301,2338161.1428,389693.5238,2390,2253336.84,1.6662,942.8187,88.2676,11.7323,0,3.6277,3.6277,358.57,511.66,52071.91,52540.86,783.1748,21145.72,38.0317,0.0941,0,1
381000.00,235309.11,90.2035,8.1301,2338161.1428,389693.5238,2390,2253336.84,1.6662,942.8187,95.3871,4.6128,0,0.2487,0,1478.65,3730.96,141772.03,264391.68,975.416,29262.48,156.8329,0.388,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,1630.80,0.00,3261.70,3261.70,1630.85,3261.70,98.9384,0.4077,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,4000.00,0.00,0.00,953.83,0.00,0.00,242.6746,1,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,250.00,0.00,0.00,0.00,0.00,0.00,15.1671,0.0625,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,650.00,650.00,866.00,866.00,0.00,0.00,39.4346,0.1625,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,2500.00,2500.00,0.00,0.00,0.00,0.00,151.6716,0.625,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,2670.00,0.00,0.00,0.00,0.00,0.00,161.9853,0.6675,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,1000.00,1000.00,0.00,0.00,0.00,0.00,60.6686,0.25,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,1975.00,0.00,0.00,1091.65,0.00,0.00,119.8206,0.4937,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,95.0188,4.9811,0,0.3988,0.3988,249.43,4721.74,50146.24,50146.24,695.6639,26435.23,15.1325,0.0623,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,86.192,13.8079,0,0,0,353.00,1943.66,13325.70,13325.70,609.337,6093.37,21.416,0.0882,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,1738.00,6938.00,8252.00,8252.00,2626.00,2626.00,105.4421,0.4345,0,0
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,72.8455,27.1544,0,0,0,1029.65,12546.90,113698.95,113698.95,2630.0209,55230.44,62.4674,0.2574,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,105.22,1375.00,1603.97,1603.97,267.3283,1603.97,6.3835,0.0263,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,2000.00,2000.00,0.00,0.00,0.00,0.00,121.3373,0.5,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,4725.00,0.00,0.00,0.00,0.00,0.00,286.6594,1.1812,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,500.00,500.00,0.00,0.00,0.00,0.00,30.3343,0.125,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,2500.00,2500.00,0.00,0.00,0.00,0.00,151.6716,0.625,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,675.00,0.00,0.00,0.00,0.00,0.00,40.9513,0.1687,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,65.9912,34.0087,0,0,0,861.00,15967.30,6053.32,6053.32,1210.664,6053.32,52.2357,0.2152,1,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,250.00,250.00,0.00,300.00,0.00,0.00,15.1671,0.0625,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,700.00,700.00,2800.00,2800.00,700.00,2800.00,42.468,0.175,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,1650.00,0.00,3545.80,5491.90,0.00,0.00,100.1033,0.4125,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,93.3071,6.6928,0,4.3933,4.3933,2143.71,24278.05,103376.96,104152.22,2119.50,61465.50,130.056,0.5359,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,3900.00,0.00,0.00,0.00,0.00,0.00,236.6078,0.975,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,83.7662,16.2337,0,0,0,1000.00,0.00,15400.00,15400.00,1750.00,3500.00,60.6686,0.25,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,76.7343,23.2656,0,0,0,960.00,5163.53,28923.41,33317.45,942.00,4710.00,58.2419,0.24,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,76.7343,23.2656,0,0,0,960.00,5163.53,28923.41,33317.45,942.00,4710.00,58.2419,0.24,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,76.7343,23.2656,0,0,0,960.00,5163.53,28923.41,33317.45,942.00,4710.00,58.2419,0.24,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,542.00,0.00,16439.21,16439.21,866.375,6931.00,32.8824,0.1355,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,208.80,741.80,16521.82,22237.63,424.102,4241.02,12.6676,0.0522,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,93.9191,6.0808,0,0,0,420.00,2422.54,22716.93,22716.93,1499.2525,5997.01,25.4808,0.105,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,100,0,0,0,0,803.27,0.00,23899.66,37346.91,533.275,2133.10,48.7333,0.2008,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,98.6639,1.336,0,0,0,635.00,14600.81,84690.61,91333.36,762.9103,21361.49,38.5246,0.1587,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,4725.00,0.00,0.00,0.00,0.00,0.00,286.6594,1.1812,0,1
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,1145.00,0.00,0.00,0.00,0.00,0.00,69.4656,0.2862,0,0
400000.00,377635.77,82.8855,5.4525,1340255.3482,223375.8914,840,1384569.78,11.3554,1648.2973,0,0,0,0,0,400.00,400.00,0.00,0.00,0.00,0.00,24.2674,0.1,0,1
200000.00,238564.40,90.4276,8.637,514512.2746,85752.0458,351,685945.81,0.9353,1954.2615,73.7363,26.2636,0,0,0,1063.30,634.25,10081.60,10081.60,720.1142,10081.60,54.4092,0.5316,0,1
200000.00,238564.40,90.4276,8.637,514512.2746,85752.0458,351,685945.81,0.9353,1954.2615,86.4054,13.5945,0,0,0,4484.00,0.00,28620.49,28620.49,4088.6414,28620.49,229.4472,2.242,0,1
200000.00,238564.40,90.4276,8.637,514512.2746,85752.0458,351,685945.81,0.9353,1954.2615,86.4054,13.5945,0,0,0,4484.00,0.00,28620.49,28620.49,4088.6414,28620.49,229.4472,2.242,1,1
200000.00,238564.40,90.4276,8.637,514512.2746,85752.0458,351,685945.81,0.9353,1954.2615,86.4054,13.5945,0,0,0,4484.00,0.00,28620.49,28620.49,4088.6414,28620.49,229.4472,2.242,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,36.3072,63.6927,0,35.3448,20.5543,307.02,0.00,2218.00,6256.93,486.4715,6324.13,58.6653,15.3586,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,36.3072,63.6927,0,35.3448,20.5543,307.02,0.00,2218.00,6256.93,486.4715,6324.13,58.6653,15.3586,0,0
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,36.3072,63.6927,0,35.3448,20.5543,307.02,0.00,2218.00,6256.93,486.4715,6324.13,58.6653,15.3586,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,97.1932,2.8067,0,1.1476,0,165.10,197.64,11500.11,56149.69,410.99,7808.81,31.5473,8.2591,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,87.2304,12.7695,0,6.3904,1.5432,293.23,1359.11,28422.59,63532.80,726.8041,34886.60,56.0303,14.6688,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,99.2821,0.7178,0,1.7628,0,340.13,606.90,11663.56,58982.66,346.7061,10747.89,64.992,17.015,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,99.2821,0.7178,0,1.7628,0,340.13,606.90,11663.56,58982.66,346.7061,10747.89,64.992,17.015,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,99.2821,0.7178,0,1.7628,0,340.13,606.90,11663.56,58982.66,346.7061,10747.89,64.992,17.015,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,99.2821,0.7178,0,1.7628,0,340.14,606.90,11663.56,58982.66,346.7061,10747.89,64.9939,17.0155,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,98.8464,1.1535,0,0,0,252.96,0.00,9783.51,43287.69,252.1342,7059.76,48.3355,12.6543,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,98.8464,1.1535,0,0,0,252.97,0.00,9783.51,43287.69,252.1342,7059.76,48.3375,12.6548,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,20.4665,79.5334,0,29.9474,9.4101,356.47,4357.90,21412.72,78673.73,481.226,13474.33,68.1142,17.8324,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,20.4665,79.5334,0,29.9474,9.4101,356.47,4357.90,21412.72,78673.73,481.226,13474.33,68.1142,17.8324,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,20.4665,79.5334,0,29.9474,9.4101,356.48,4357.90,21412.72,78673.73,481.226,13474.33,68.1161,17.8329,0,0
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,96.5386,3.4613,0,0,0,438.86,2303.18,26798.96,51315.14,348.596,22310.15,83.8573,21.9539,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,96.5386,3.4613,0,0,0,438.86,2303.18,26798.96,51315.14,348.596,22310.15,83.8573,21.9539,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,96.5386,3.4613,0,0,0,438.87,2303.18,26798.96,51315.14,348.596,22310.15,83.8592,21.9544,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,100,0,0,5.6262,5.6262,306.81,0.00,6730.54,12365.29,329.871,6267.55,58.6252,15.3481,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,100,0,0,5.6262,5.6262,306.81,0.00,6730.54,12365.29,329.871,6267.55,58.6252,15.3481,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,80.7489,19.251,0,1.6413,0,435.46,0.00,11693.93,34080.55,339.3368,6447.40,83.2076,21.7838,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,80.7489,19.251,0,1.6413,0,435.46,0.00,11693.93,34080.55,339.3368,6447.40,83.2076,21.7838,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,80.7489,19.251,0,1.6413,0,435.46,0.00,11693.93,34080.55,339.3368,6447.40,83.2076,21.7838,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,89.8689,10.131,0,4.4361,0.6827,284.85,3502.22,63194.75,561624.88,591.8371,63326.57,54.4291,14.2496,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,89.8689,10.131,0,4.4361,0.6827,285.12,3502.22,63194.75,561624.88,591.8371,63326.57,54.4807,14.2631,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,89.8689,10.131,0,4.4361,0.6827,1058.58,3502.22,63194.75,561624.88,591.8371,63326.57,202.2734,52.9554,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,89.8689,10.131,0,4.4361,0.6827,1058.58,3502.22,63194.75,561624.88,591.8371,63326.57,202.2734,52.9554,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,29.3345,70.6654,0,52.5505,17.2374,453.44,0.00,3228.44,17391.46,242.1963,5328.32,86.6433,22.6833,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,29.3345,70.6654,0,52.5505,17.2374,453.44,0.00,3228.44,17391.46,242.1963,5328.32,86.6433,22.6833,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,29.3345,70.6654,0,52.5505,17.2374,453.45,0.00,3228.44,17391.46,242.1963,5328.32,86.6452,22.6838,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,97.6668,2.3331,0,0.7229,0.0128,1939.14,1885.18,33985.70,459626.43,743.7093,77345.77,370.5308,97.0055,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,97.5189,2.481,0,3.9606,3.9606,425.37,1066.01,6732.43,12634.32,329.3407,4610.77,81.2797,21.2791,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,97.5189,2.481,0,3.9606,3.9606,425.37,1066.01,6732.43,12634.32,329.3407,4610.77,81.2797,21.2791,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,97.5189,2.481,0,3.9606,3.9606,425.37,1066.01,6732.43,12634.32,329.3407,4610.77,81.2797,21.2791,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,34.542,65.4579,0,49.9766,12.8679,250.06,0.00,5261.98,31792.52,293.7225,3524.67,47.7814,12.5092,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,34.542,65.4579,0,49.9766,12.8679,250.07,0.00,5261.98,31792.52,293.7225,3524.67,47.7833,12.5097,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,69.0104,30.9895,0,6.2249,0,844.20,8288.39,24256.64,39996.32,1118.4647,21250.83,161.3097,42.2311,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,51.8696,48.1303,0,35.389,6.6097,537.60,3162.59,15584.01,65899.64,465.7915,18631.66,102.7246,26.8934,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,51.8696,48.1303,0,35.389,6.6097,537.60,3162.59,15584.01,65899.64,465.7915,18631.66,102.7246,26.8934,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,51.8696,48.1303,0,35.389,6.6097,537.60,3162.59,15584.01,65899.64,465.7915,18631.66,102.7246,26.8934,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,91.4579,8.542,0,7.1477,1.5428,269.98,0.00,11533.93,50353.13,314.682,7867.05,51.5877,13.5057,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,91.4579,8.542,0,7.1477,1.5428,494.62,0.00,11533.93,50353.13,314.682,7867.05,94.5119,24.7433,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,91.4579,8.542,0,7.1477,1.5428,494.62,0.00,11533.93,50353.13,314.682,7867.05,94.5119,24.7433,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,53.8107,46.1892,0,0,0,1658.32,1029.80,64513.07,167282.97,1603.5678,59332.01,316.8717,82.9574,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,53.8107,46.1892,0,0,0,1658.32,1029.80,64513.07,167282.97,1603.5678,59332.01,316.8717,82.9574,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,53.8107,46.1892,0,0,0,1658.32,1029.80,64513.07,167282.97,1603.5678,59332.01,316.8717,82.9574,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,37.4019,62.598,0,2.0594,2.0594,587.98,1668.81,9411.51,25435.59,367.0233,6606.42,112.3512,29.4137,0,0
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,37.4019,62.598,0,2.0594,2.0594,587.98,1668.81,9411.51,25435.59,367.0233,6606.42,112.3512,29.4137,0,0
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,37.4019,62.598,0,2.0594,2.0594,587.98,1668.81,9411.51,25435.59,367.0233,6606.42,112.3512,29.4137,0,0
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,37.4019,62.598,0,2.0594,2.0594,587.98,1668.81,9411.51,25435.59,367.0233,6606.42,112.3512,29.4137,0,0
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,100,0,0,1.3952,1.3952,307.69,856.25,21534.09,34032.04,356.0437,13173.62,58.7934,15.3921,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,100,0,0,1.3952,1.3952,307.69,856.25,21534.09,34032.04,356.0437,13173.62,58.7934,15.3921,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,92.4209,7.579,0,20.3158,20.3158,239.73,0.00,1166.30,4838.35,280.28,1401.40,45.8076,11.9924,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,92.4209,7.579,0,20.3158,20.3158,239.73,0.00,1166.30,4838.35,280.28,1401.40,45.8076,11.9924,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,92.4209,7.579,0,20.3158,20.3158,239.73,0.00,1166.30,4838.35,280.28,1401.40,45.8076,11.9924,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,92.4209,7.579,0,20.3158,20.3158,239.74,0.00,1166.30,4838.35,280.28,1401.40,45.8095,11.9929,1,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,72.6423,27.3576,0,18.5122,11.4636,570.11,0.00,2830.48,24690.83,0.00,0.00,108.9366,28.5197,0,0
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,72.6423,27.3576,0,18.5122,11.4636,570.11,0.00,2830.48,24690.83,0.00,0.00,108.9366,28.5197,0,0
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,86.5941,13.4058,0,3.106,0.306,759.37,1026.00,19210.79,77846.24,632.454,15811.35,145.1004,37.9874,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,100,0,0,0,0,243.29,1202.99,913.72,456.86,456.86,913.72,46.4878,12.1705,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,100,0,0,0,0,243.29,1202.99,913.72,456.86,456.86,913.72,46.4878,12.1705,0,0
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,100,0,0,0,0,268.85,0.00,9045.87,24415.86,255.26,4339.42,51.3718,13.4492,0,1
1999.00,921477.70,65.9564,18.9978,4512161.3855,752026.8976,10066,5267950.64,11.3248,523.341,100,0,0,0,0,268.85,0.00,9045.87,24415.86,255.26,4339.42,51.3718,13.4492,0,1
